mgrnu,name,confirm_da,address,sigungu,ins_place,road,road_type,ins_date,lng,lat,geometry
5058.0,일반신호 제어,2020-12-31,부산광역시 부산진구 서전로 43,부산진구,부전119안전센터,,단일로,2017-11-01,129.0646286,35.15805458,POINT (129.0646286 35.15805458)
5059.0,전자신호 제어,2020-12-31,부산광역시 부산진구 연지동 9-1,부산진구,연지한신타워입구,,교차로,2001-09-01,129.0544665,35.17600916,POINT (129.0544665 35.17600916)
5060.0,전자신호 제어,2020-12-31,부산광역시 부산진구 초읍동 218-2,부산진구,원당골입구,,교차로,2001-09-01,129.0539868,35.17711304,POINT (129.0539868 35.17711304)
5061.0,전자신호 제어,2020-12-31,부산광역시 부산진구 초읍동 208-6,부산진구,"부산진고교 (초읍초교,금성탕직결)",,교차로,2001-09-01,129.0532969,35.17894887,POINT (129.0532969 35.17894887)
5062.0,전자신호 제어,2020-12-31,부산광역시 부산진구 초읍동 174-1,부산진구,대경교통,,교차로,2000-07-01,129.0489363,35.18134841,POINT (129.0489363 35.18134841)
5100.0,일반신호 제어,2020-12-31,부산광역시 부산진구 부암3동 582-17,부산진구,당감4동대성약국앞,,교차로,1998-12-01,129.0351013,35.16999287,POINT (129.0351013 35.16999287)
5101.0,일반신호 제어,2020-12-31,부산광역시 부산진구 부암3동 620-6,부산진구,당감4동동원초교앞,,교차로,1998-12-01,129.0316227,35.17356507,POINT (129.0316227 35.17356507)
5102.0,일반신호 제어,2020-12-31,부산광역시 부산진구 당감4동 768-5,부산진구,당감동제일학원앞,,교차로,1999-01-01,129.0334787,35.16929465,POINT (129.0334787 35.16929465)
5103.0,일반신호 제어,2020-12-31,부산광역시 부산진구 당감4동 797-4,부산진구,당감4동우체국,,교차로,1998-02-01,129.0286025,35.1717249,POINT (129.0286025 35.1717249)
5104.0,일반신호 제어,2020-12-31,부산광역시 부산진구 부암3동 716,부산진구,당감 동원초교윗사거리,,교차로,2003-03-01,129.0314624,35.17390896,POINT (129.0314624 35.17390896)
5105.0,전자신호 제어,2020-12-31,부산광역시 부산진구 초읍동 산40-11,부산진구,초읍시민도서관,,교차로,2000-07-01,129.051284,35.18376178,POINT (129.051284 35.18376178)
5106.0,전자신호 제어,2020-12-31,부산광역시 부산진구 가야3동 228-7,부산진구,동의대전철역,가야대로,교차로,2005-04-01,129.035289,35.1519183,POINT (129.035289 35.1519183)
5107.0,일반신호 제어,2020-12-31,부산광역시 부산진구 전포동 204-29,부산진구,전포동 대우자동차,,교차로,1999-11-01,129.0680514,35.15792526,POINT (129.0680514 35.15792526)
5108.0,일반신호 제어,2020-12-31,부산광역시 부산진구 가야2동 649-33,부산진구,가야2동 동원아파트(가평초교),,단일로,1997-06-01,129.025993,35.14840992,POINT (129.025993 35.14840992)
5109.0,전자신호 제어,2020-12-31,부산광역시 부산진구 연지동 31-26,부산진구,연지수명약국,,교차로,1999-12-01,129.0550516,35.17371453,POINT (129.0550516 35.17371453)
5115.0,일반신호 제어,2020-12-31,부산광역시 부산진구 범천동 839-411,부산진구,이지벨(조방앞),,교차로,2000-09-01,129.0624052,35.14155157,POINT (129.0624052 35.14155157)
5116.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부전동 193-1,부산진구,(가변)서면태화(쥬디스태화),중앙대로,가변차로,2001-02-01,129.075091,35.179928,POINT (129.075091 35.179928)
5117.0,일반신호 제어,2020-12-31,부산광역시 부산진구 부암1동 80-60,부산진구,월마트(이마트트레이더스 뒤),,교차로,2002-04-01,129.0517802,35.16435051,POINT (129.0517802 35.16435051)
5118.0,일반신호 제어,2020-12-31,부산광역시 부산진구 가야3동 463-9,부산진구,가산초등학교,,단일로,2002-12-01,129.035289,35.1519183,POINT (129.035289 35.1519183)
5119.0,일반신호 제어,2020-12-31,부산광역시 부산진구 가야2동 594-15,부산진구,가야공원입구사거리,,교차로,2003-06-01,129.0301524,35.15102469,POINT (129.0301524 35.15102469)
5120.0,일반신호 제어,2020-12-31,부산광역시 부산진구 가야3동 355-41,부산진구,가야초등학교,,교차로,2003-12-01,129.035289,35.1519183,POINT (129.035289 35.1519183)
5121.0,일반신호 제어,2020-12-31,부산광역시 부산진구 전포2동 874-15,부산진구,전포동 롯데아파트,,교차로,2004-11-01,129.0638018,35.16283021,POINT (129.0638018 35.16283021)
5122.0,일반신호 제어,2020-12-31,부산광역시 부산진구 전포3동 367-18,부산진구,성북초교,,단일로,2005-01-01,129.06865,35.14999673,POINT (129.06865 35.14999673)
5123.0,일반신호 제어,2020-12-31,부산광역시 부산진구 가야2동 602-15,부산진구,가야반도보라APT,,교차로,2005-02-01,129.0297502,35.14959489,POINT (129.0297502 35.14959489)
5124.0,일반신호 제어,2020-12-31,부산광역시 부산진구 당감3동 516-1,부산진구,당평초등학교 앞,,교차로,2005-04-01,129.0394625,35.16334826,POINT (129.0394625 35.16334826)
5125.0,일반신호 제어,2020-12-31,부산광역시 부산진구 개금동 609-22,부산진구,개금금고어린이집 앞,,단일로,2005-04-01,129.0175936,35.14986901,POINT (129.0175936 35.14986901)
5126.0,일반신호 제어,2020-12-31,부산광역시 부산진구 전포2동 190-54,부산진구,전포동우리탕,,단일로,2005-09-01,129.070392,35.1606448,POINT (129.070392 35.1606448)
5127.0,일반신호 제어,2020-12-31,부산광역시 부산진구 전포2동 10-5,부산진구,전포동 중앙하이츠,,교차로,2005-09-01,129.0697653,35.16642826,POINT (129.0697653 35.16642826)
5128.0,일반신호 제어,2020-12-31,부산광역시 부산진구 부암3동 621,부산진구,동양초등학교,,교차로,2006-03-01,129.0307439,35.17439283,POINT (129.0307439 35.17439283)
5129.0,일반신호 제어,2020-12-31,부산광역시 부산진구 부암3동 794-1,부산진구,뜨란체아파트앞,,교차로,2006-03-01,129.0286095,35.17314905,POINT (129.0286095 35.17314905)
5130.0,전자신호 제어,2020-12-31,부산광역시 부산진구 범천1동 848-20,부산진구,범천동우리은행,,교차로,2006-04-01,129.0595543,35.14511004,POINT (129.0595543 35.14511004)
5131.0,일반신호 제어,2020-12-31,부산광역시 부산진구 부전동 52,부산진구,서면부산농협,,단일로,2006-04-01,129.0620264,35.16304412,POINT (129.0620264 35.16304412)
5133.0,일반신호 제어,2020-12-31,부산광역시 부산진구 전포1동 342-26,부산진구,진여중윗길,,교차로,2005-02-01,129.0689279,35.15445617,POINT (129.0689279 35.15445617)
5134.0,전자신호 제어,2020-12-31,부산광역시 부산진구 전포2동 587-21,부산진구,전포한신아파트,,교차로,2007-04-01,129.0650345,35.16308077,POINT (129.0650345 35.16308077)
5135.0,일반신호 제어,2020-12-31,부산광역시 부산진구 연지동 374-11,부산진구,자이아파트입구,,교차로,2007-11-01,129.0492038,35.16971814,POINT (129.0492038 35.16971814)
5136.0,전자신호 제어,2020-12-31,부산광역시 부산진구 당감2동 123-205,부산진구,가야지하차도,,교차로,2008-05-01,129.0409645,35.15718784,POINT (129.0409645 35.15718784)
5137.0,전자신호 제어,2020-12-31,부산광역시 부산진구 개금동 281-5,부산진구,개금지하차도,,단일로,2007-12-01,129.0246562,35.15557835,POINT (129.0246562 35.15557835)
5004.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부전2동 504-27,부산진구,부전로타리,가야대로,교차로,1998-02-01,129.0544992,35.15730499,POINT (129.0544992 35.15730499)
5005.0,전자신호 제어,2020-12-31,부산광역시 부산진구 가야1동 1080-28,부산진구,가야굴다리,가야대로,교차로,2005-04-01,129.0382703,35.15246965,POINT (129.0382703 35.15246965)
5006.0,전자신호 제어,2020-12-31,부산광역시 부산진구 가야1동 50-36,부산진구,가야현대아파트,가야대로,교차로,2005-04-01,129.041651,35.155938,POINT (129.041651 35.155938)
5007.0,전자신호 제어,2020-12-31,부산광역시 부산진구 가야1동 379-3,부산진구,가야삼거리(동의대),가야대로,교차로,2005-04-01,129.0380216,35.15449091,POINT (129.0380216 35.15449091)
5008.0,전자신호 제어,2020-12-31,부산광역시 부산진구 가야2동 164-6,부산진구,가야공원입구(가야KT),가야대로,교차로,2005-04-01,129.0298181,35.15323596,POINT (129.0298181 35.15323596)
5009.0,전자신호 제어,2020-12-31,부산광역시 부산진구 개금동 451-20,부산진구,개금로타리(백병원),가야대로,교차로,2005-04-01,129.0181362,35.15289314,POINT (129.0181362 35.15289314)
5010.0,전자신호 제어,2020-12-31,부산광역시 부산진구 전포2동 637-3,부산진구,전포초교입구,,교차로,1998-02-01,129.0651409,35.16030355,POINT (129.0651409 35.16030355)
5011.0,전자신호 제어,2020-12-31,부산광역시 부산진구 전포2동 194-30,부산진구,전포로타리,,교차로,2010-10-01,129.0657145,35.15799995,POINT (129.0657145 35.15799995)
5012.0,전자신호 제어,2020-12-31,부산광역시 부산진구 전포1동 688-13,부산진구,진여중,,교차로,1998-02-01,129.0651993,35.15468736,POINT (129.0651993 35.15468736)
5013.0,전자신호 제어,2020-12-31,부산광역시 부산진구 전포3동 892-38,부산진구,문전로타리(동성로타리),,교차로,2013-01-02,129.0635875,35.14891459,POINT (129.0635875 35.14891459)
5014.0,전자신호 제어,2020-12-31,부산광역시 부산진구 범천1동 859-14,부산진구,상공회의소,,교차로,2010-10-01,129.0624979,35.14867178,POINT (129.0624979 35.14867178)
5015.0,전자신호 제어,2020-12-31,부산광역시 부산진구 범천1동 849-8,부산진구,범천로타리(범내골교차로),중앙대로,교차로,1997-02-01,129.0596186,35.1466779,POINT (129.0596186 35.1466779)
5016.0,전자신호 제어,2020-12-31,부산광역시 부산진구 범천1동 898-3,부산진구,자유시장,,교차로,2010-10-01,129.0590578,35.14151782,POINT (129.0590578 35.14151782)
5017.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부전1동 144-3,부산진구,밀리오레,,교차로,1997-02-01,129.0621581,35.15798615,POINT (129.0621581 35.15798615)
5018.0,전자신호 제어,2020-12-31,부산광역시 부산진구 범천동 863-1,부산진구,광무교,중앙대로,교차로,1997-02-01,129.0587802,35.14973195,POINT (129.0587802 35.14973195)
5019.0,전자신호 제어,2020-12-31,부산광역시 부산진구 전포3동 346-41,부산진구,전포3PB,,교차로,1998-02-01,129.0657948,35.15238356,POINT (129.0657948 35.15238356)
5020.0,전자신호 제어,2020-12-31,부산광역시 부사진구 전포3동 883-16,부산진구,제일제당,,교차로,1997-02-01,129.075091,35.179928,POINT (129.075091 35.179928)
5021.0,전자신호 제어,2020-12-31,부산광역시 부산진구 전포3동 885-5,부산진구,경남공고,,교차로,1997-02-01,129.062531,35.15206072,POINT (129.062531 35.15206072)
5022.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부전2동 170-20,부산진구,흥국생명,,교차로,2007-10-01,129.0621692,35.15462386,POINT (129.0621692 35.15462386)
5023.0,전자신호 제어,2020-12-31,부산광역시 부산진구 전포1동 683-7,부산진구,중앙중학,,단일로,1997-02-01,129.0625289,35.1552697,POINT (129.0625289 35.1552697)
5024.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부전1동 100-6,부산진구,전포초교뒷편,,단일로,1997-02-01,129.0621241,35.15959093,POINT (129.0621241 35.15959093)
5025.0,전자신호 제어,2020-12-31,부산광역시 부산진구 연지동 40-35,부산진구,성지주유소,,교차로,1998-02-01,129.0589469,35.17187771,POINT (129.0589469 35.17187771)
5026.0,전자신호 제어,2020-12-31,부산광역시 부산진구 연지동 72-33,부산진구,연지로타리,,교차로,1998-02-01,129.0554016,35.1710704,POINT (129.0554016 35.1710704)
5027.0,전자신호 제어,2020-12-31,부산광역시 부산진구 범천4동 1060,부산진구,개성중(당감입구),가야대로,교차로,2005-04-01,129.0498053,35.1575982,POINT (129.0498053 35.1575982)
5163.0,전자신호 제어,2020-12-31,부산광역시 부산진구 개금동 184-10,부산진구,개금골목시장 삼거리,가야대로,교차로,2012-02-01,129.0251919,35.15278849,POINT (129.0251919 35.15278849)
5164.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부전동 224-1,부산진구,경남공고 후문,,교차로,2013-12-01,129.0621968,35.15337068,POINT (129.0621968 35.15337068)
5165.0,전자신호 제어,2020-12-31,부산광역시 부산진구 범전로32번길 84,부산진구,중앙광장,,단일로,2013-08-14,129.0652307,35.16634208,POINT (129.0652307 35.16634208)
5166.0,전자신호 제어,2020-12-31,부산광역시 부산진구 전포동 145-6,부산진구,중앙광장(전포),,단일로,2014-08-01,129.0662546,35.16573814,POINT (129.0662546 35.16573814)
5167.0,전자신호 제어,2020-12-31,부산광역시 부산진구 양정동 367-1,부산진구,중앙광장입구(송상현동상앞),중앙대로,교차로,2014-08-01,129.0683953,35.16909947,POINT (129.0683953 35.16909947)
5168.0,전자신호 제어,2020-12-31,부산광역시 부산진구 초읍동 291-30,부산진구,초읍어린이대공원,,단일로,2014-03-01,129.0473952,35.18189359,POINT (129.0473952 35.18189359)
5169.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부전동 399-1,부산진구,부전시장(상),,교차로,2013-12-01,129.0568737,35.16014169,POINT (129.0568737 35.16014169)
5170.0,전자신호 제어,2020-12-31,부산광역시 시민공원(주차장입구)(부산진구 범전동 115-2),부산진구,부산진구 시민공원로 주변,,교차로,2014-05-01,129.075091,35.179928,POINT (129.075091 35.179928)
5171.0,전자신호 제어,2020-12-31,부산광역시 시민공원 주차장 출구(부산진구 범전동 286-14),부산진구,부산진구 시민공원로 주변,,교차로,2014-05-01,129.075091,35.179928,POINT (129.075091 35.179928)
5172.0,전자신호 제어,2020-12-31,부산광역시 시민공원 임시주차장(부산진구 범전동 234-2),부산진구,부산진구 시민공원로 주변,,교차로,2014-05-01,129.075091,35.179928,POINT (129.075091 35.179928)
5173.0,전자신호 제어,2020-12-31,부산광역시 범전주민센터(부산진구 범전동 329-2),부산진구,부산진구 시민공원로 주변,,교차로,2014-05-01,129.075091,35.179928,POINT (129.075091 35.179928)
5175.0,전자신호 제어,2020-12-31,부산광역시 부산진구 거제대로 36,부산진구,대원칸타빌,,교차로,2014-06-01,129.0676853,35.17189104,POINT (129.0676853 35.17189104)
5176.0,일반신호 제어,2020-12-31,부산광역시 부산진구 서전로 35,부산진구,전포동 토요코인호텔 앞,,교차로,2015-03-01,129.0635511,35.15791082,POINT (129.0635511 35.15791082)
5177.0,일반신호 제어,2020-12-31,부산광역시 부산진구 연수로 44,부산진구,양정119안전센터,,교차로,2015-03-01,129.0759308,35.17447708,POINT (129.0759308 35.17447708)
5179.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부암동 290-32,부산진구,당감동일스위트,,교차로,2014-11-01,129.0442444,35.163902,POINT (129.0442444 35.163902)
5180.0,전자신호 제어,2020-12-31,부산광역시 (송상현광장)시민공원 주차장,부산진구,부산진구 시민공원로 주변,,교차로,2014-05-01,129.075091,35.179928,POINT (129.075091 35.179928)
5181.0,전자신호제어,2020-12-31,부산광역시 부산진구 연지동 74-1,부산진구,연지 화인아파트 102동,,교차로,2016-10-01,129.0572307,35.17328988,POINT (129.0572307 35.17328988)
5182.0,전자신호제어,2020-12-31,부산광역시 부산진구 연지동 53-7,부산진구,시민공원 참여의 숲,,단일로,2016-10-01,129.0604277,35.17178361,POINT (129.0604277 35.17178361)
5063.0,전자신호 제어,2020-12-31,부산광역시 부산진구 개금동 523-55,부산진구,개금 금강펜테리움 101동,,교차로,2018-02-01,129.0202352,35.15136111,POINT (129.0202352 35.15136111)
5064.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부암1동 286-12,부산진구,부암1동사무소,,교차로,2010-05-01,129.04986,35.16355594,POINT (129.04986 35.16355594)
5066.0,전자신호 제어,2020-12-31,부산광역시 부산진구 범전동 401-2,부산진구,부산진중학교,,교차로,2010-05-01,129.0556805,35.1629284,POINT (129.0556805 35.1629284)
5067.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부전1동 399-1,부산진구,부전시장(녹십자),,교차로,2010-05-01,129.0568737,35.16014169,POINT (129.0568737 35.16014169)
5071.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부전동 22-1,부산진구,(가변)삼전로타리(부전시장),중앙대로,가변차로,2006-06-01,129.075091,35.179928,POINT (129.075091 35.179928)
5074.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부전동 257-37,부산진구,(가변)서면로타리(서면교차로),중앙대로,가변차로,2001-02-01,129.075091,35.179928,POINT (129.075091 35.179928)
5075.0,전자신호 제어,2020-12-31,부산광역시 부산진구 범천동 863-1,부산진구,(가변)광무교(광무교),중앙대로,가변차로,1994-10-01,129.075091,35.179928,POINT (129.075091 35.179928)
5078.0,일반신호 제어,2020-12-31,부산광역시 부산진구 전포1동 349-6,부산진구,진여중정문(동성중고교),,단일로,2005-05-01,129.0682639,35.15320008,POINT (129.0682639 35.15320008)
5079.0,일반신호 제어,2020-12-31,부산광역시 부산진구 부전2동 240-2,부산진구,문화사거리,,교차로,1999-05-01,129.0580501,35.15436249,POINT (129.0580501 35.15436249)
5080.0,일반신호 제어,2020-12-31,부산광역시 부산진구 개금3동 1-18,부산진구,개원초교,,단일로,1994-07-01,129.0282476,35.16447169,POINT (129.0282476 35.16447169)
5081.0,일반신호 제어,2020-12-31,부산광역시 부산진구 범천4동 1194-33,부산진구,선암초교입구,,단일로,2001-09-01,129.0495215,35.15003796,POINT (129.0495215 35.15003796)
5082.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부암1동 331-18,부산진구,세민약국,,교차로,2001-02-01,129.0443475,35.16595629,POINT (129.0443475 35.16595629)
5083.0,일반신호 제어,2020-12-31,부산광역시 부산진구 범천1동 842-5,부산진구,성서초교,,단일로,2005-05-01,129.0618766,35.14478321,POINT (129.0618766 35.14478321)
5086.0,전자신호 제어,2020-12-31,부산광역시 부산진구 초읍동 260-48,부산진구,초읍창곡시장입구,,단일로,1996-08-01,129.0483268,35.17749574,POINT (129.0483268 35.17749574)
5087.0,전자신호 제어,2020-12-31,부산광역시 부산진구 연지동 340-11,부산진구,초읍세동한신아파트,,교차로,1996-08-01,129.0498545,35.17250681,POINT (129.0498545 35.17250681)
5088.0,전자신호 제어,2020-12-31,부산광역시 부산진구 연지동 177-29,부산진구,초읍동은아약국,,단일로,2012-09-27,129.0502395,35.17086294,POINT (129.0502395 35.17086294)
5089.0,일반신호 제어,2020-12-31,부산광역시 부산진구 가야1동 383-2,부산진구,가야1동국민아파트,,교차로,1997-05-01,129.0385838,35.15381905,POINT (129.0385838 35.15381905)
5090.0,일반신호 제어,2020-12-31,부산광역시 부산진구 개금1동 177-154,부산진구,개금1동영림유치원,,단일로,1997-06-01,129.0216533,35.15066408,POINT (129.0216533 35.15066408)
5091.0,일반신호 제어,2020-12-31,부산광역시 부산진구 전포2동 13-12,부산진구,동의중학교입구,,교차로,1997-07-01,129.0695601,35.16500588,POINT (129.0695601 35.16500588)
5092.0,전자신호 제어,2020-12-31,부산광역시 부산진구 당감3동 515-6,부산진구,경원고삼거리,,교차로,2008-08-01,129.0394625,35.16334826,POINT (129.0394625 35.16334826)
5093.0,일반신호 제어,2020-12-31,부산광역시 부산진구 가야1동 12-236,부산진구,가남초교,,단일로,2004-02-01,129.0443649,35.15358901,POINT (129.0443649 35.15358901)
5095.0,전자신호 제어,2020-12-31,부산광역시 부산진구 연지동 274-32,부산진구,성곡종합시장입구,,단일로,1998-04-01,129.0529644,35.17360652,POINT (129.0529644 35.17360652)
5096.0,일반신호 제어,2020-12-31,부산광역시 부산진구 당감동 751-10,부산진구,부산은행당감지점(동평초교),,교차로,1998-04-01,129.0366848,35.16761766,POINT (129.0366848 35.16761766)
5098.0,일반신호 제어,2020-12-31,부산광역시 부산진구 당감3동 500-33,부산진구,당감종합사회복지관,,교차로,1998-10-01,129.0394625,35.16334826,POINT (129.0394625 35.16334826)
5099.0,일반신호 제어,2020-12-31,부산광역시 부산진구 양정2동 5-8,부산진구,동호여상밑,,단일로,1998-10-01,129.0779558,35.1731971,POINT (129.0779558 35.1731971)
5138.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부암1동 1-4,부산진구,부암R직결(연지),,단일로,1999-01-01,129.0515074,35.16958997,POINT (129.0515074 35.16958997)
5139.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부암1동 49-7,부산진구,부암R직결(진양),,단일로,2006-09-01,129.0506447,35.16653273,POINT (129.0506447 35.16653273)
5140.0,일반신호 제어,2020-12-31,부산광역시 부산진구 가야1동 368-8,부산진구,가야초등학교(진입),,단일로,2008-12-01,129.0365564,35.15319645,POINT (129.0365564 35.15319645)
5141.0,전자신호 제어,2020-12-31,부산광역시 부산진구 범천동 996-1,부산진구,부산진초교,,단일로,2009-04-01,129.0558435,35.1492348,POINT (129.0558435 35.1492348)
5142.0,전자신호 제어,2020-12-31,부산광역시 부산진구 양정동 270-7,부산진구,양정2PB앞,중앙대로,교차로,1997-02-01,129.0737184,35.1757046,POINT (129.0737184 35.1757046)
5143.0,전자신호 제어,2020-12-31,부산광역시 연제구 양정2동 109-4,부산진구,동호여상,,단일로,1997-02-01,129.0802187,35.18408371,POINT (129.0802187 35.18408371)
5144.0,전자신호 제어,2020-12-31,부산광역시 연제구 양정1동 509-4,부산진구,교육위원회,,교차로,1997-02-01,129.0802187,35.18408371,POINT (129.0802187 35.18408371)
5145.0,전자신호 제어,2020-12-31,부산광역시 연제구 양정1동 510-8,부산진구,정묘사앞삼거리,,교차로,1998-02-01,129.0802187,35.18408371,POINT (129.0802187 35.18408371)
5146.0,전자신호 제어,2020-12-31,부산광역시 연제구 양정2동 271-17,부산진구,양정2동사무소,,단일로,1999-01-01,129.0802187,35.18408371,POINT (129.0802187 35.18408371)
5147.0,전자신호 제어,2020-12-31,부산광역시 연제구 양정2동 406-32,부산진구,백조아파트,,교차로,1999-01-01,129.0802187,35.18408371,POINT (129.0802187 35.18408371)
5148.0,전자신호 제어,2020-12-31,부산광역시 연제구 양정1동 378-24,부산진구,스카이맨션,,단일로,1999-01-01,129.0802187,35.18408371,POINT (129.0802187 35.18408371)
5149.0,전자신호 제어,2020-12-31,부산광역시 부산진구 양정동 518-12,부산진구,송공로타리,중앙대로,교차로,2007-10-01,129.0669894,35.16820148,POINT (129.0669894 35.16820148)
5150.0,전자신호 제어,2020-12-31,부산광역시 부산진구 양정동 406-17,부산진구,양정로타리,중앙대로,교차로,2007-10-01,129.0709528,35.17326832,POINT (129.0709528 35.17326832)
5151.0,전자신호 제어,2020-12-31,부산광역시 연제구 양정2동 321-4,부산진구,하마정,,교차로,2007-10-01,129.0802187,35.18408371,POINT (129.0802187 35.18408371)
5152.0,전자신호 제어,2020-12-31,부산광역시 연제구 양정2동 310-11,부산진구,동의의료원,,교차로,2007-07-01,129.0802187,35.18408371,POINT (129.0802187 35.18408371)
5153.0,일반신호 제어,2020-12-31,부산광역시 연제구 양정2동 72-2,부산진구,부산진여자상고입구,,교차로,2002-01-01,129.0802187,35.18408371,POINT (129.0802187 35.18408371)
5154.0,전자신호 제어,2020-12-31,부산광역시 부산진구 양정동 231-2,부산진구,경찰청앞,,교차로,2002-06-01,129.0746271,35.1780131,POINT (129.0746271 35.1780131)
5155.0,전자신호 제어,2020-12-31,부산광역시 부산진구 양정동 353-17,부산진구,(성모여고)롯데리아 양정점,,단일로,2010-04-01,129.0694767,35.17036989,POINT (129.0694767 35.17036989)
5156.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부암동 666-4,부산진구,부암 E마트,,교차로,2011-01-28,129.052268,35.16302122,POINT (129.052268 35.16302122)
5157.0,전자신호 제어,2020-12-31,부산광역시 부산진구 초읍동 178-21,부산진구,초읍대진약국,,교차로,2001-09-01,129.0511124,35.1806715,POINT (129.0511124 35.1806715)
5158.0,전자신호 제어,2020-12-31,부산광역시 부산진구 부전동 130-1,부산진구,(가변)부전시장삼거리(부전시장) 연동,,가변차로,1994-03-01,129.0606924,35.15921589,POINT (129.0606924 35.15921589)
5159.0,일반신호 제어,2020-12-31,부산광역시 부산진구 가야동 590-16,부산진구,가야반도아파트 후문,,교차로,2009-06-01,129.0311462,35.15150298,POINT (129.0311462 35.15150298)
5160.0,전자신호 제어,2020-12-31,부산광역시 부산진구 범전동 212-40,부산진구,문화아파트 (진구청사거리),,교차로,2010-02-01,129.0543026,35.16417532,POINT (129.0543026 35.16417532)
5161.0,일반신호 제어,2020-12-31,부산광역시 부산진구 연지동 353-9,부산진구,연지 자이2차아파트 207동 앞,,교차로,2011-06-01,129.0487066,35.17203002,POINT (129.0487066 35.17203002)
5162.0,일반신호 제어,2020-12-31,부산광역시 부산진구 초읍동 271-9,부산진구,연지 자이2차아파트 201동 앞,,교차로,2011-06-01,129.0490568,35.17364949,POINT (129.0490568 35.17364949)
5163.0,전자신호 제어,2020-12-31,부산광역시 부산진구 개금1동 184-17,부산진구,개금동 새마을금고 주변,,교차로,2011-08-01,129.0253798,35.15289507,POINT (129.0253798 35.15289507)
6002.0,전자신호 제어,2020-12-31,부산광역시 동래구 사직동 160-6,동래구,(구)송월타월,중앙대로,교차로,1997-02-01,129.0777219,35.19951969,POINT (129.0777219 35.19951969)
6003.0,전자신호 제어,2020-12-31,부산광역시 동래구 온천동 1440-1,동래구,내성로타리,중앙대로,교차로,1997-02-01,129.0773908,35.20437209,POINT (129.0773908 35.20437209)
6004.0,전자신호 제어,2020-12-31,부산광역시 동래구 온천동 502-3,동래구,롯데백화점동래점(옛 동부터미널),중앙대로,교차로,2007-09-01,129.0774768,35.21170859,POINT (129.0774768 35.21170859)
6005.0,전자신호 제어,2020-12-31,부산광역시 동래구 온천동 163-5,동래구,온천로타리(온천교사거리),중앙대로,교차로,1998-02-01,129.0839428,35.21807765,POINT (129.0839428 35.21807765)
6006.0,전자신호 제어,2020-12-31,부산광역시 동래구 충렬대로 455,동래구,부산시산림조합,,교차로,2017-04-01,129.1082212,35.19577371,POINT (129.1082212 35.19577371)
6007.0,일반신호 제어,2020-12-31,부산광역시 동래구 명장동 26-28,동래구,명장2동 새마을금고,,교차로,2009-08-01,129.0995713,35.20494762,POINT (129.0995713 35.20494762)
6008.0,전자신호제어,2020-12-31,부산광역시 동래구 충렬대로 237번길 3,동래구,동래시장입구,,교차로,2017-04-01,129.0850866,35.20170729,POINT (129.0850866 35.20170729)
6009.0,전자신호제어,2020-12-31,부산광역시 동래구 충렬대로 307,동래구,동래한양 APT,,교차로,2017-06-01,129.0926488,35.19975531,POINT (129.0926488 35.19975531)
6010.0,전자신호제어,2020-12-31,부산광역시 동래구 온천동 1592-1,동래구,삼정그린코아포레스트(사직동),,교차로,2018-02-01,129.0608038,35.20406805,POINT (129.0608038 35.20406805)
6011.0,전자신호 제어,2020-12-31,부산광역시 동래구 사직동 104-3,동래구,사직운동장입구,,교차로,1997-02-01,129.065899,35.19479305,POINT (129.065899 35.19479305)
6012.0,전자신호 제어,2020-12-31,부산광역시 동래구 사직동 115-5,동래구,여명중학교,,단일로,1997-02-01,129.0694697,35.19578009,POINT (129.0694697 35.19578009)
6013.0,전자신호 제어,2020-12-31,부산광역시 동래구 사직동 132-1,동래구,대선사거리,,교차로,1997-02-01,129.0710769,35.19608135,POINT (129.0710769 35.19608135)
6049.0,일반신호 제어,2020-12-31,부산광역시 동래구 온천동 1129-2,동래구,새들교,,교차로,2006-11-01,129.0641579,35.21114149,POINT (129.0641579 35.21114149)
6050.0,전자신호 제어,2020-12-31,부산광역시 동래구 온천동 949,동래구,송림약국,,단일로,2001-02-01,129.0701135,35.20968277,POINT (129.0701135 35.20968277)
6051.0,전자신호 제어,2020-12-31,부산광역시 동래구 온천동 893,동래구,우진수퍼,,단일로,2001-02-01,129.07049,35.21075208,POINT (129.07049 35.21075208)
6052.0,일반신호 제어,2020-12-31,부산광역시 동래구 온천동 728-82,동래구,동래럭키아파트,,교차로,1998-04-01,129.07273,35.20904664,POINT (129.07273 35.20904664)
